,client id,file transfer round trip (ms)
,Client: 719.0,0.472398 ms
,Client: 720.0,0.512255 ms
,Client: 721.0,0.577404 ms
,Client: 722.0,0.493604 ms
,Client: 723.0,0.515831 ms
,Client: 724.0,0.499735 ms
,Client: 725.0,0.463967 ms
,Client: 726.0,0.488494 ms
,Client: 727.0,1.648923 ms
,Client: 728.0,0.509189 ms
,Client: 729.0,0.359472 ms
,Client: 730.0,0.48134 ms
,Client: 731.0,0.49437 ms
,Client: 732.0,0.501013 ms
,Client: 733.0,0.518386 ms
,Client: 734.0,0.454259 ms
,Client: 735.0,0.533204 ms
,Client: 736.0,0.498714 ms
,Client: 737.0,0.513532 ms
,Client: 738.0,0.466267 ms
,Client: 739.0,0.495903 ms
,Client: 740.0,0.456558 ms
,Client: 741.0,0.580981 ms
,Client: 742.0,0.514298 ms
,Client: 743.0,0.522729 ms
,Client: 744.0,0.491815 ms
,Client: 745.0,0.47342 ms
,Client: 746.0,0.48926 ms
,Client: 747.0,0.436119 ms
,Client: 748.0,0.51251 ms
,Client: 749.0,0.49948 ms
,Client: 750.0,0.519663 ms
,Client: 751.0,0.527073 ms
,Client: 752.0,0.498203 ms
,Client: 753.0,0.469844 ms
,Client: 754.0,0.521452 ms
,Client: 755.0,0.508677 ms
,Client: 756.0,0.506123 ms
,Client: 757.0,0.513021 ms
,Client: 758.0,0.459879 ms
,Client: 759.0,0.513021 ms
,Client: 760.0,0.522219 ms
,Client: 761.0,0.496158 ms
,Client: 762.0,0.532693 ms
,Client: 763.0,0.48364 ms
,Client: 764.0,0.502545 ms
,Client: 765.0,0.506889 ms
,Client: 766.0,0.548534 ms
,Client: 767.0,0.511999 ms
,Client: 768.0,0.554155 ms
,Client: 769.0,0.550577 ms
,Client: 770.0,0.541125 ms
,Client: 771.0,0.446338 ms
,Client: 772.0,0.434075 ms
,Client: 773.0,0.535249 ms
,Client: 774.0,0.49667 ms
,Client: 775.0,0.560542 ms
,Client: 776.0,0.523496 ms
,Client: 777.0,0.529373 ms
,Client: 778.0,0.462945 ms
,Client: 779.0,0.527584 ms
,Client: 780.0,0.517875 ms
,Client: 781.0,0.504334 ms
,Client: 782.0,0.516598 ms
,Client: 783.0,0.511488 ms
,Client: 784.0,0.458346 ms
,Client: 785.0,0.516853 ms
,Client: 786.0,0.552877 ms
,Client: 787.0,0.521963 ms
,Client: 788.0,3.938356 ms
,Client: 789.0,0.40265 ms
,Client: 790.0,0.504079 ms
,Client: 791.0,0.40035 ms
,Client: 792.0,0.519152 ms
,Client: 793.0,0.478019 ms
,Client: 794.0,0.512765 ms
,Client: 795.0,0.509444 ms
,Client: 796.0,0.505101 ms
,Client: 797.0,0.526818 ms
,Client: 798.0,0.501524 ms
,Client: 799.0,0.483896 ms
,Client: 800.0,0.506123 ms
,Client: 801.0,0.530139 ms
,Client: 802.0,0.5074 ms
,Client: 803.0,0.519408 ms
,Client: 804.0,0.416446 ms
,Client: 805.0,0.497692 ms
,Client: 806.0,0.424622 ms
,Client: 807.0,0.507911 ms
,Client: 808.0,0.503568 ms
,Client: 809.0,0.513021 ms
,Client: 810.0,0.459113 ms
,Client: 811.0,0.515065 ms
,Client: 812.0,0.495393 ms
,Client: 813.0,0.49897 ms
,Client: 814.0,0.489516 ms
,Client: 815.0,0.496414 ms
,Client: 816.0,0.498458 ms
